Award ID,Generated Award ID,Auto Status,Confidence,Verified Date,Evidence,Signals,Termination Mod,Termination Date,Latest Mod,Latest Mod Date,Post-Term Obligations,Transaction Count,Disagrees With Human,Last Attempt Date,Last Success Date,Attempt Count,Last Error
80NSSC25PA068,CONT_AWD_80NSSC25PA068_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00003 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00003 2025-04-08;term_mod=P00003;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-04-08,P00003,2025-04-08,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC25PA110,CONT_AWD_80NSSC25PA110_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-04-24.,term=none;end=2025-04-24;n=3,,,P00003,2025-05-19,,3,,2026-07-30,2026-07-30,0,
80NSSC25PA641,CONT_AWD_80NSSC25PA641_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (C P00002 2025-06-17); no rescission, closeout, or new obligations in 0 later transactions.",term=C P00002 2025-06-17;term_mod=P00002;term_date=2025-06-17;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-06-17,P00002,2025-06-17,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC25PA844,CONT_AWD_80NSSC25PA844_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2026-02-20); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2026-02-20;term_mod=P00001;term_date=2026-02-20;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2026-02-20,P00001,2026-02-20,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC25PA845,CONT_AWD_80NSSC25PA845_8000_-NONE-_-NONE-,excluded_by_design,high,2026-07-30,"Termination for cause/default (X P00001 2025-04-08) per USAspending transactions; contractor failure, not a policy cancellation.",cause=X P00001 2025-04-08;n=2,,,P00001,2025-04-08,,2,,2026-07-30,2026-07-30,0,
80NSSC25PA974,CONT_AWD_80NSSC25PA974_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-05-12.,term=none;end=2025-05-12;n=2,,,P00001,2025-05-12,,2,,2026-07-30,2026-07-30,0,
80NSSC25PA999,CONT_AWD_80NSSC25PA999_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-08-19.,term=none;end=2025-08-19;n=2,,,P00001,2025-07-21,,2,,2026-07-30,2026-07-30,0,
80NSSC25PB270,CONT_AWD_80NSSC25PB270_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2026-05-22); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2026-05-22;term_mod=P00001;term_date=2026-05-22;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2026-05-22,P00001,2026-05-22,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC25PB602,CONT_AWD_80NSSC25PB602_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2026-02-23); no rescission, closeout, or new obligations in 1 later transactions.",term=F P00002 2026-02-23;term_mod=P00002;term_date=2026-02-23;post_n=1;post_obl=0.00;post_pos=0;n=4,P00002,2026-02-23,P00003,2026-03-23,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC25PC038,CONT_AWD_80NSSC25PC038_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-12-11.,term=none;end=2025-12-11;n=2,,,P00001,2025-12-15,,2,,2026-07-30,2026-07-30,0,
80NSSC26FA089,CONT_AWD_80NSSC26FA089_8000_80NSSC24AA007_8000,no_termination_signal,low,2026-07-30,No termination action found in 2 transactions.,term=none;n=2,,,P00001,2026-02-23,,2,,2026-07-30,2026-07-30,0,
80NSSC26FA315,CONT_AWD_80NSSC26FA315_8000_NNG15SC71B_8000,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-07-01.,term=none;end=2026-07-01;n=2,,,P00001,2026-07-01,,2,,2026-07-30,2026-07-30,0,
80NSSC26M0002,ASST_NON_80NSSC26M0002_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-06-10.,term=none;end=2026-06-10;n=2,,,P00001,2026-06-10,,2,,2026-07-30,2026-07-30,0,
80NSSC26M0008,ASST_NON_80NSSC26M0008_080,no_termination_signal,low,2026-07-30,No termination action found in 3 transactions.,term=none;n=3,,,P00002,2026-03-30,,3,,2026-07-30,2026-07-30,0,
80NSSC26P0009,CONT_AWD_80NSSC26P0009_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2026-02-18); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2026-02-18;term_mod=P00001;term_date=2026-02-18;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2026-02-18,P00001,2026-02-18,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC26P0092,CONT_AWD_80NSSC26P0092_8000_-NONE-_-NONE-,no_termination_signal,low,2026-07-30,No termination action found in 3 transactions.,term=none;n=3,,,P00002,2026-06-17,,3,,2026-07-30,2026-07-30,0,
80NSSC26P0115,CONT_AWD_80NSSC26P0115_8000_-NONE-_-NONE-,no_termination_signal,low,2026-07-30,No termination action found in 2 transactions.,term=none;n=2,,,P00001,2026-01-21,,2,,2026-07-30,2026-07-30,0,
80NSSC26P0289,CONT_AWD_80NSSC26P0289_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2026-05-04); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2026-05-04;term_mod=P00001;term_date=2026-05-04;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2026-05-04,P00001,2026-05-04,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC26P0347,CONT_AWD_80NSSC26P0347_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2026-05-28); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2026-05-28;term_mod=P00001;term_date=2026-05-28;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2026-05-28,P00001,2026-05-28,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC26P0407,CONT_AWD_80NSSC26P0407_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2026-04-21); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2026-04-21;term_mod=P00001;term_date=2026-04-21;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2026-04-21,P00001,2026-04-21,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC26P0502,CONT_AWD_80NSSC26P0502_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2026-07-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2026-07-08;term_mod=P00001;term_date=2026-07-08;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2026-07-08,P00001,2026-07-08,0.00,2,,2026-07-30,2026-07-30,0,
80SSC021F0001,CONT_AWD_80SSC021F0001_8000_80SSC021A0001_8000,still_terminated,low,2026-07-30,"Terminated for convenience (M P00004 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=M P00004 2025-04-08;term_mod=P00004;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-04-08,P00004,2025-04-08,0.00,5,,2026-07-30,2026-07-30,0,
80SSC026C0002,CONT_AWD_80SSC026C0002_8000_-NONE-_-NONE-,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-04-20.,term=none;end=2026-04-20;n=2,,,P00001,2026-04-20,,2,,2026-07-30,2026-07-30,0,
80TECH25PA010,CONT_AWD_80TECH25PA010_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-02-26); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-02-26;term_mod=P00001;term_date=2025-02-26;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-02-26,P00001,2025-02-26,0.00,2,,2026-07-30,2026-07-30,0,
NNG09FA40C,CONT_AWD_NNG09FA40C_8000_-NONE-_-NONE-,no_termination_signal,low,2026-07-30,No termination action found in 116 transactions.,term=none;n=116,,,115,2026-06-23,,116,descoped,2026-07-30,2026-07-30,0,
NNK14CA65T,CONT_AWD_NNK14CA65T_8000_GS21F0019X_4732,still_terminated,low,2026-07-30,"Terminated for convenience (F 1 2016-05-04); no rescission, closeout, or new obligations in 0 later transactions.",term=F 1 2016-05-04;term_mod=1;term_date=2016-05-04;post_n=0;post_obl=0.00;post_pos=0;n=2,1,2016-05-04,1,2016-05-04,0.00,2,,2026-07-30,2026-07-30,0,
NNM16AA08C,CONT_AWD_NNM16AA08C_8000_-NONE-_-NONE-,descoped,high,2026-07-30,Partial de-scope rather than full termination (M 44 2025-01-23) per USAspending transactions.,term=M 44 2025-01-23;term_mod=44;term_date=2025-01-23;post_n=14;post_obl=18329019.70;post_pos=10;n=59;descope=1,44,2025-01-23,P00058,2026-07-16,18329019.70,59,,2026-07-30,2026-07-30,0,
NNM16AA29C,CONT_AWD_NNM16AA29C_8000_-NONE-_-NONE-,needs_manual_review,none,2026-07-30,"Unrecognised action type(s) ['H', 'L'] and no termination signal; vocabulary may have drifted.","unknown=H,L;n=51",,,50,2025-06-02,,51,,2026-07-30,2026-07-30,0,
